date,QQQ,AAOI,ACHR,ADBE,ALM,AMAT,AMZN,APLD,APP,ASML,ASTS,AVAV,AVGO,BE,CEG,COIN,CRCL,CRDO,CRML,CRWV,CVNA,FIGR,FSLR,FSLY,GEV,GLD,GOOGL,HOOD,IONQ,IREN,JOBY,KTOS,LITE,LLY,LRCX,META,MOD,MP,MRVL,MU,NBIS,NEE,NFLX,NKE,NOK,NVDA,NVT,NXT,OKLO,ORCL,PL,PLTR,QBTS,QCOM,RDW,RKLB,SLV,TSLA,TSM,USAR,USO,VIAV,VRT,VST
2020-12-01,293.26095581,8.14999962,,479.14999390,1.16324997,80.41416931,161.00399780,,,427.37475586,10.21000004,87.33000183,35.95547104,24.62000084,,,,,,,50.22600174,,91.05999756,81.69999695,,170.17999268,88.92185211,,,,11.00000000,21.47999954,86.97000122,137.46922302,44.08414078,284.05557251,11.18999958,20.54999924,45.62094879,65.41220856,,63.85686493,50.45800018,122.63269806,3.64697886,13.33224392,21.09865189,,,54.26605988,,25.67000008,,133.15031433,,9.97000027,22.29999924,194.91999817,91.88206482,,30.62000084,13.60999966,19.29773712,16.71708298
2020-12-02,293.63772583,8.31999969,,481.26000977,1.16324997,81.38748169,160.17649841,,,429.04904175,10.21000004,87.45999908,35.88082123,24.26000023,,,,,,,45.09000015,,90.48999786,80.38999939,,171.46000671,90.38838196,,,,11.02000046,21.67000008,87.13999939,137.09147644,45.17481613,285.01712036,11.23999977,20.90999985,44.62323380,67.39173126,,63.99464417,50.33800125,122.75946808,3.64697886,13.48608017,21.21785164,,,54.58015823,,22.51000023,,132.59335327,,10.05000019,22.32999992,189.60667419,90.67955017,,30.96999931,13.59000015,19.29773712,16.79719543
2020-12-03,294.05328369,8.19999981,,484.27999878,1.16999996,82.16043854,159.33650208,,,430.85653687,10.19999981,88.23999786,35.53154373,24.20000076,,,,,,,45.58399963,,88.91999817,82.80999756,,172.80999756,90.23336792,,,,11.00000000,22.29999924,88.08000183,136.09982300,45.63201904,279.39645386,11.09000015,22.11000061,44.52542496,68.16210938,,63.16790771,49.75199890,124.00901794,3.61104846,13.34215927,21.08031082,,,54.75568771,,24.03000069,,132.53147888,,10.05000019,22.43000031,197.79333496,90.64312744,,31.25000000,13.57999992,19.14844894,16.70818138
2020-12-04,295.25158691,8.44999981,,486.00000000,1.20375001,84.77506256,158.12899780,,,441.78729248,10.20499992,90.47000122,36.58736038,27.93000031,,,,,,,48.61800003,,89.26000214,88.66999817,,172.32000732,90.32846069,,,,11.08899975,23.10000038,89.30999756,140.19859314,47.13180923,277.26516724,12.11999989,23.05999947,42.43218231,71.51656342,,62.45311356,49.83100128,124.46714020,3.62003112,13.50375938,21.73133850,,,55.39313126,,23.85000038,,139.34768677,,10.06000042,22.47999954,199.67999268,94.49658203,,31.55999947,13.68999958,19.65602112,17.04643822
2020-12-07,296.92349243,8.39000034,,492.25000000,1.31624997,85.06134796,157.89999390,,,446.86743164,10.23499966,91.23000336,37.40588760,27.62999916,,,,,,,51.77600098,,88.75000000,85.43000031,,174.88999939,89.99513245,,,,11.06999969,23.46999931,91.47000122,139.22584534,47.95193481,283.09396362,11.72999954,27.68000031,43.17558670,70.80471039,,63.09901810,51.57799911,125.88248444,3.64697886,13.55206299,21.63047409,,,55.24531937,,28.94000053,,139.70129395,,10.19999981,22.81999969,213.91999817,96.91983032,,31.39999962,13.88000011,19.29773712,16.88620949
2020-12-08,297.92846680,8.39999962,,495.27999878,1.29824996,85.64341736,158.86450195,,,445.76394653,10.26000023,90.44999695,37.62983704,30.59000015,,,,,,,52.26800156,,89.88999939,97.98000336,,175.50000000,89.71281433,,,,11.10999966,24.23999977,90.33999634,141.00134277,48.35643387,280.93298340,11.65999985,26.20999908,42.72563553,71.37030029,,63.45208359,51.26599884,126.21814728,3.79070258,13.29634476,22.06142426,,,54.53396606,,28.59000015,,140.39083862,,10.18999958,22.81999969,216.62666321,96.23660278,,31.40999985,13.75000000,19.81525612,16.86840630
2020-12-09,291.18313599,7.88000011,,483.73999023,1.29375005,83.80173492,155.21000671,,,430.84713745,10.26000023,88.44000244,36.99084473,25.01000023,,,,,,,51.09999847,,86.22000122,91.12999725,,172.50000000,88.05508423,,,,11.28999996,23.71999931,87.12999725,149.21777344,46.67133713,275.50070190,12.10999966,26.12999916,41.63010025,69.63455200,,63.44348526,49.36000061,125.91877747,3.76375389,12.87878227,22.09810638,,,55.18065262,,26.62999916,,137.93321228,,10.30000019,22.22999954,201.49333191,95.12516785,,31.34000015,13.47000027,18.82997131,16.92181969
2020-12-10,292.35253906,7.90000010,,476.86999512,1.27800000,83.86852264,155.07449341,,,435.51809692,10.38000011,86.44999695,36.44161224,25.76000023,,,,,,,52.09400177,,86.54000092,96.84999847,,172.16999817,87.54940033,,,,11.21000004,23.57999992,88.33999634,152.05104065,46.32354355,274.70761108,11.98999977,25.13999939,41.97244644,69.50776672,,63.10761642,50.10900116,124.82096100,3.77273703,12.92011547,22.00641251,,,54.94969940,,27.04000092,,137.69445801,,10.25000000,22.31999969,209.02333069,94.95208740,,32.11000061,13.51000023,18.93944740,16.75268745
2020-12-11,291.70501709,7.76000023,,475.91000366,1.23525000,84.25980377,155.82099915,,,430.59967041,10.31999969,83.90000153,36.06657028,24.68000031,,,,,,,51.65200043,,86.37000275,95.69000244,,172.49000549,87.90354919,,,,11.22000027,23.85000038,86.62000275,151.14437866,46.47002792,271.16870117,12.00000000,26.43000031,42.00180435,68.77642822,,63.55545044,50.32199860,124.66673279,3.64697886,12.96094990,21.76801491,,,55.99362946,,27.20000076,10.14999962,127.55417633,,10.35000038,22.26000023,203.33000183,94.76987457,,31.94000053,13.35000038,18.88968658,16.27200508
2020-12-14,293.82131958,7.92999983,,486.42001343,1.16100001,84.45063019,157.84849548,,,430.94223022,10.31999969,81.25000000,36.59801865,24.34000015,,,,,,,50.19400024,,86.58999634,94.25000000,,171.53999329,86.78715515,,,,11.14999962,23.51000023,87.97000122,149.13278198,46.48610306,271.80313110,12.19999981,26.29999924,43.36142731,69.76132202,,63.34016037,52.24200058,123.64151001,3.59308243,13.25526047,21.41957664,,,56.13220215,,27.23999977,10.15999985,129.33113098,,10.30000019,22.15999985,213.27667236,94.34172058,,32.16999817,13.53999996,18.93944740,16.14737701
2020-12-15,296.96209717,8.40999985,,482.64001465,1.23749995,84.42199707,158.25599670,,,446.45831299,10.31999969,83.55000305,37.15437698,26.42000008,,,,,,,51.20800018,,91.26000214,93.90000153,,173.94000244,87.22400665,,,,11.18000031,24.43000031,93.98000336,158.12362671,46.81309891,273.15130615,12.71000004,25.68000031,44.17329025,71.33129120,,64.51138306,51.97800064,126.46314240,3.68291020,13.30680370,21.63047409,,,57.14842987,,26.43000031,10.10999966,131.16114807,,10.34099960,22.79999924,211.08332825,95.73553467,,32.54000092,13.89999962,18.90958977,16.55543900
2020-12-16,298.59527588,8.31999969,,489.89999390,1.23525000,84.49835205,162.04800415,,,448.57980347,11.50000000,82.22000122,37.76227188,25.87999916,,,,,,,52.19200134,,91.76999664,95.15000153,,174.89999390,87.03133392,,,,11.10999966,23.53000069,93.01000214,162.48683167,46.62218857,273.27026367,12.47000027,28.22999954,44.32001495,71.17526245,,64.10659027,52.48300171,125.51045990,3.58410048,13.18927765,21.32788658,,,57.99834442,,25.92000008,10.14000034,132.38116455,,10.43999958,23.62000084,207.58999634,95.83572388,,32.74000168,13.89000034,18.66077995,16.21464729
2020-12-17,300.54742432,8.50000000,,495.35998535,1.21050000,83.49636841,161.80400085,,,454.06896973,11.00000000,85.44999695,37.86891174,26.32999992,,,,,,,54.39799881,,92.31999969,100.77999878,,176.74000549,86.20519257,,,,11.11999989,25.09000015,92.75000000,163.03456116,45.95401382,272.09063721,12.40999985,32.61999893,46.07090378,70.46341705,,64.64052582,53.29000092,127.47019958,3.64697886,13.28762913,21.19034576,,,58.76512527,,27.22999954,10.19999981,132.19551086,,10.30000019,24.14999962,218.63333130,95.05081940,,33.15999985,14.07999992,19.18825912,16.08011818
2020-12-18,299.63897705,8.51000023,9.97000027,502.95001221,1.19250000,82.15090179,160.08250427,,,454.01181030,11.00000000,86.12999725,38.94987106,26.30999947,,,,,,,53.24800110,,93.58999634,101.77999878,,176.44000244,85.49743652,,,,11.30000019,25.76000023,91.12999725,161.87292480,45.45595551,273.99389648,12.23999977,32.50999832,46.47193909,69.68329620,,64.16690063,53.44499969,124.54877472,3.59308243,13.21865845,20.93360329,,,60.10469055,,25.96999931,10.22999954,130.33010864,,10.34000015,23.95999908,231.66667175,95.39846802,,33.47999954,14.10999966,19.09868813,15.82900810
2020-12-21,299.07846069,8.38000011,10.06999969,498.39001465,1.16324997,82.45626068,160.30900574,,,449.27423096,11.55000019,88.18000031,38.44075775,27.54999924,,,,,,,55.72000122,,96.41000366,101.20999908,,175.88000488,85.91049194,,,,11.30000019,26.21999931,89.63999939,159.39857483,45.66954422,270.41534424,12.10999966,35.72000122,46.21763611,69.69304657,,64.07213593,52.89099884,130.66374207,3.50325608,13.27866650,20.85107613,,,59.56886673,,28.51000023,10.30000019,129.78198242,,10.22999954,24.37999916,216.61999512,95.90161896,,32.63999939,13.96000004,18.91954613,15.74829102
2020-12-22,299.89172363,8.89000034,10.02000046,504.17001343,1.15875006,81.72149658,160.32600403,,,453.00350952,12.03999996,89.38999939,38.81900024,30.31999969,,,,,,,58.30400085,,105.16000366,104.76999664,,174.49000549,85.20026398,,,,11.56000042,26.07999992,97.75000000,157.45307922,45.07603073,264.76492310,12.32999992,39.13999939,46.17844772,68.68865204,,64.33911133,52.73300171,129.23933411,3.48529053,13.22488308,20.75021553,,,60.18782806,,28.04000092,10.31999969,129.37533569,,10.23999977,23.43000031,213.44667053,95.08741760,,32.09000015,14.34000015,18.86977959,16.25948524
2020-12-23,298.38143921,9.00000000,10.06000042,496.91000366,1.14524996,80.18514252,159.26350403,,,451.51940918,12.64999962,89.95999908,38.13422775,30.59000015,,,,,,,54.00000000,,101.83000183,100.62000275,,175.64999390,85.59697723,,,,11.69999981,26.25000000,98.12999725,156.28195190,44.52597427,265.77606201,12.14999962,36.06999969,45.45369720,68.21085358,,64.01187134,51.44800186,128.61331177,3.48529053,12.95696354,21.18117332,,,60.32641220,,28.69000053,10.36999989,129.92346191,,10.25000000,23.79999924,215.32666016,94.92273712,,32.75000000,14.63000011,18.90958977,16.56440544
2020-12-24,299.69802856,8.77000046,10.02999973,499.85998535,1.12950003,81.42565918,158.63450623,,,459.57717896,13.42000008,88.97000122,38.67200470,30.52000046,,,,,,,54.94200134,,102.40000153,97.48999786,,176.35000610,85.89068604,,,,11.75000000,26.39999962,98.30000305,157.39640808,45.39641190,265.07226562,12.17000008,35.50999832,46.08051682,68.82518005,,64.57163239,51.39699936,128.46815491,3.49427342,12.94152641,21.21785164,,,60.01231384,,27.75000000,10.50000000,131.54129028,,10.30000019,23.95999908,220.58999634,96.94451141,,32.91999817,14.69999981,18.83992577,16.77964020
2020-12-28,302.71868896,8.93000031,10.43999958,498.95001221,0.89999998,80.98670959,164.19799805,,,456.86587524,14.35000038,89.36000061,38.70964813,28.19000053,,,,,,,50.29800034,,101.19000244,90.22000122,,175.71000671,87.86193085,,,,11.84000015,27.85000038,98.94000244,157.24526978,44.99569702,274.58868408,12.28999996,34.11000061,46.01195908,68.90320587,,65.01084900,51.91199875,129.22116089,3.50325608,12.84815598,21.19951630,,,59.92915726,,25.62999916,10.60000038,130.61306763,,10.31999969,24.43000031,221.22999573,97.10919952,,32.59000015,14.90999985,18.56125641,17.14734268
2020-12-29,302.98968506,8.80000019,10.22000027,502.10998535,1.12724996,80.41416931,166.10000610,,,460.45242310,14.00000000,88.16000366,38.45509720,27.81999969,,,,,,,50.10200119,,96.98000336,89.51000214,,176.35000610,87.05957031,,,,11.52999973,27.46999931,95.80000305,157.32086182,44.72350693,274.37060547,12.19999981,30.56999969,45.27740097,68.46439362,,64.87304688,53.08700180,128.44099426,3.53020382,12.89123058,20.95194435,,,59.55039597,,24.65999985,10.55000019,131.27610779,,10.28999996,24.38999939,221.99667358,96.56944275,,32.77999878,14.75000000,18.41197014,16.95004082
2020-12-30,302.99945068,8.60000038,10.19999981,497.45001221,1.08449996,83.00018311,164.29249573,,,466.06524658,13.28999996,88.04000092,38.97406769,28.40999985,,,,,,,50.06800079,,100.33999634,90.43000031,,177.69999695,85.99421692,,,,11.35999966,27.77000046,95.11000061,157.72694397,45.78483963,269.50329590,12.47999954,32.77000046,46.52123642,70.13185120,,65.37253571,52.45899963,128.45002747,3.49427342,13.09291553,21.33705711,,,59.49496841,,25.10000038,10.39999962,132.56681824,,10.42000008,24.76000023,231.59333801,99.62496948,,32.90999985,14.77999973,18.50154305,17.47916794
2020-12-31,303.74490356,8.51000023,10.06000042,500.11999512,1.12500000,82.35129547,162.84649658,,,463.98187256,13.57999992,86.90000153,39.24473572,28.65999985,,,,,,,47.90800095,,98.91999817,87.37000275,,178.36000061,86.80598450,,,,11.56000042,27.43000031,94.80000305,159.45523071,44.63372040,270.78213501,12.56000042,32.16999817,46.56042099,73.31078339,,66.44042206,54.07300186,128.35017395,3.51223850,13.00253105,21.35538864,,,59.76287460,,23.54999924,10.40999985,134.67976379,,10.10999966,24.56999969,235.22332764,99.75302887,,33.00999832,14.97999954,18.58116531,17.63162804
2021-01-04,299.45602417,8.76000023,10.09000015,485.33999634,1.18124998,82.89523315,159.33149719,,,475.66415405,12.94999981,85.93000031,38.11271667,27.29000092,,,,,,,47.25400162,,101.23999786,86.13999939,,182.33000183,85.49297333,,10.80000019,,11.59000015,26.37000084,96.72000122,156.30087280,45.17715073,266.59884644,12.17000008,29.13999939,45.35575485,72.20889282,,63.91714859,52.28599930,127.10728455,3.49427342,13.06079769,20.66769028,,,58.89447021,,23.37000084,10.47999954,131.28491211,,10.30000019,25.35000038,243.25666809,102.18647003,,32.38000107,14.73999977,18.43187904,17.20115089
2021-01-05,301.92480469,8.90999985,10.15999985,485.69000244,1.17674994,85.50030518,160.92550659,,,480.76327515,13.09000015,88.44999695,38.37084961,28.36000061,,,,,,,51.11600113,,92.16000366,86.69999695,,182.86999512,86.18241119,,11.10999966,,11.47000027,26.90999985,101.37999725,157.07530212,46.73938370,268.61117554,12.65999985,29.30999947,46.62896729,75.33909607,,64.39079285,52.08000183,128.13246155,3.62901378,13.35087490,21.35538864,,,58.16463852,,24.60000038,10.43000031,134.75933838,,10.35299969,25.67000008,245.03666687,103.16535187,,33.93999863,15.05000019,18.06363678,17.77512360
2021-01-06,297.74246216,9.57999992,10.14999962,466.30999756,1.19700003,86.67401123,156.91900635,,,466.36016846,12.93999958,89.47000122,38.13422775,30.42000008,,,,,,,50.16600037,,99.69000244,81.62000275,,179.89999390,85.33200073,,11.05000019,,11.17000008,26.69000053,102.68000031,155.18647766,46.92272949,261.01785278,13.47000027,29.48999977,45.55162811,75.19281006,,67.54272461,50.04899979,129.14863586,3.62901378,12.56380177,22.50155830,,,58.02552795,,23.54000092,10.26000023,133.66308594,,10.38000011,25.34000015,251.99333191,105.76347351,,34.11000061,15.28999996,18.16316223,18.19663620
2021-01-07,304.94546509,9.64000034,10.22000027,477.73999023,1.18124998,90.23334503,158.10800171,,,477.02447510,12.77999973,90.91000366,39.74129486,33.56000137,,,,,,,54.03200150,,105.50000000,86.91000366,,179.47999573,87.88075256,,11.10999966,,11.47000027,26.95000076,104.61000061,156.61253357,48.62105179,266.40060425,13.39000034,29.75000000,48.00991058,77.14309692,,68.28335571,50.88899994,131.50749207,3.58410048,13.29036903,22.27232933,,,58.48920822,,25.00000000,10.35999966,137.65026855,,10.40999985,25.26000023,272.01333618,111.08779144,,34.52999878,15.56000042,18.18306923,18.09798241
2021-01-08,308.86630249,10.18999958,10.36999989,485.10000610,1.18124998,91.18759918,159.13499451,,,483.97866821,12.68999958,92.69000244,39.94296646,34.79000092,,,,,,,55.68799973,,104.09999847,88.22000122,,173.33999634,89.04418182,,11.01000023,,11.75000000,26.56999969,106.55000305,157.16030884,47.40850830,265.24075317,13.46000004,29.48999977,48.06868362,75.49511719,,69.86791992,51.04000092,132.77766418,3.53020382,13.22339153,22.32734489,,,58.77669525,,25.20000076,10.39999962,138.48132324,,10.42000008,23.51000023,293.33999634,108.58115387,,35.43000031,15.47999954,17.98401642,18.82441139
2021-01-11,304.40322876,10.27999973,10.35999966,474.23999023,1.28250003,93.47777557,155.71049500,,,483.22720337,12.52000046,93.13999939,39.95372009,34.58000183,,,,,,,54.82600021,,103.76000214,85.08999634,,173.00000000,86.98676300,,11.17000008,,11.78999996,26.36000061,107.88999939,175.60472107,48.81195831,254.60417175,13.51000023,29.50000000,49.20477676,76.71404266,,68.62781525,49.90999985,133.41271973,3.47630739,13.56675434,22.24481964,,,58.45212173,,25.93000031,10.50000000,138.01271057,,10.39999962,23.20999908,270.39666748,112.15813446,,35.25999832,15.56000042,17.99397087,18.98583412
2021-01-12,303.91915894,10.39999962,10.46000004,471.64999390,1.28024995,95.43398285,156.04150391,,,488.91616821,12.69999981,95.66999817,40.27907944,35.65999985,,,,,,,57.68799973,,104.31999969,89.62000275,,174.11999512,86.05264282,,11.18000031,,11.97000027,28.07999992,108.93000031,168.86161804,50.69836807,248.90423584,13.92000008,34.68000031,49.59653473,77.48439789,,68.67948151,49.42499924,131.59823608,3.60206580,13.43055534,22.42820358,,,57.88643265,,26.18000031,10.52000046,136.54521179,,10.31000042,23.71999931,283.14666748,112.52406311,,35.90000153,15.78999996,18.28258705,19.33560562
2021-01-13,305.97161865,10.17000008,10.47999954,472.04998779,1.36125004,93.56367493,158.29449463,,,489.03985596,13.35000038,96.16999817,40.44220734,38.70999908,,,,,,,57.88600159,,104.18000031,90.58999634,,173.36999512,86.53902435,,11.19999981,,12.17000008,27.76000023,107.29000092,175.18919373,49.75894928,249.44943237,13.78999996,34.70000076,49.20477676,77.92321014,,70.47936249,50.77899933,129.77462769,3.57511759,13.47736454,22.32734489,,,57.55257034,,25.50000000,10.69999981,139.17086792,,10.52000046,23.44000053,284.80334473,109.07515717,,35.79999924,15.84000015,18.60106659,19.55084038
2021-01-14,304.33547974,10.47000027,10.48999977,463.26998901,1.46249998,100.95905304,156.37350464,,,518.14086914,14.46000004,125.29000092,40.51929092,38.86000061,,,,,,,59.36600113,,106.04000092,91.12000275,,173.27999878,85.73022461,,11.43999958,,12.22000027,30.39999962,106.23999786,176.31307983,52.71612549,243.50166321,13.93999958,33.18000031,50.25272369,79.27867126,,71.07360077,50.08599854,128.19598389,3.67392778,13.14719582,22.57491684,,,57.12598801,,24.92000008,10.86999989,142.20324707,10.40999985,10.50000000,23.70999908,281.66665649,115.68022919,,36.24000168,15.81999969,18.69063759,19.12933350
2021-01-15,301.92480469,10.78999996,10.42000008,458.07998657,1.50975001,98.42076111,155.21249390,,,501.82565308,14.50000000,116.63999939,39.96178818,36.47000122,,,,,,,57.51399994,,96.58000183,88.20999908,,171.13000488,85.56677246,,11.22000027,,11.89999962,29.54999924,106.31999969,180.16630554,51.74645615,249.17190552,13.64000034,31.87000084,49.72385788,78.71307373,,70.65161133,49.79800034,127.66976929,3.66494441,12.80781651,22.24481964,,,57.29290771,,25.63999939,10.72999954,138.87913513,10.18000031,10.35000038,22.95000076,275.38665771,114.56413269,,35.34000015,15.82999992,19.41716385,19.29076385
2021-01-19,306.32980347,10.71000004,10.56000042,456.50000000,1.41750002,104.22256470,156.03799438,,,522.75488281,16.21999931,131.08999634,41.16464233,39.93000031,,,,,,,55.00000000,,100.23999786,95.30999756,,172.58000183,88.38247681,,11.31999969,,12.10000038,30.00000000,94.59999847,187.44770813,54.81705856,258.82708740,13.63000011,35.54999924,52.70121384,83.37422943,,71.31471252,50.17699814,126.35424805,3.70985842,12.97289944,22.15312195,,,56.83849335,,26.62000084,10.69999981,144.78474426,10.14999962,10.39999962,23.37999916,281.51666260,120.11714935,,35.75000000,16.04000092,20.51193237,19.47012520
2021-01-20,313.45535278,10.77000046,10.50000000,469.73001099,1.48275006,102.90571594,163.16900635,,,522.64074707,16.04000092,131.47999573,41.39855957,38.58000183,,,,,,,53.97600174,,101.75000000,97.55000305,,175.38999939,93.11742401,,11.31999969,,13.52000046,29.36000061,96.01000214,190.07318115,53.20851135,265.15158081,13.96000004,34.52999878,52.96566010,81.42395020,,72.38260651,58.63399887,129.55693054,3.77273703,13.31202984,22.40069771,,,57.08889771,,26.34000015,10.69999981,145.51850891,10.21000004,10.42500019,24.01000023,283.48333740,119.51334381,,35.79000092,16.21999931,20.69107437,19.21004677
2021-01-21,315.96292114,10.48999977,10.56000042,472.01998901,1.38150001,103.02976227,165.34950256,,,542.96112061,16.20000076,128.83999634,41.84133530,37.59999847,,,,,,,54.50999832,,107.52999878,104.12999725,,175.27999878,93.31949615,,11.50000000,,13.71000004,29.43000031,97.47000122,191.10260010,53.32098389,270.49462891,14.27999973,33.86000061,52.38781357,82.89641571,,72.08978271,57.98400116,128.47724915,3.79070258,13.81176472,21.82347488,,,56.76430893,,25.97999954,10.84000015,145.65113831,10.61999989,10.42000008,24.14999962,281.66333008,122.73359680,,35.75999832,16.11000061,20.51193237,19.00377846
2021-01-22,315.05282593,10.47000027,10.60000038,472.44000244,1.39725006,101.46481323,164.61149597,,,541.73388672,15.88000011,133.25000000,41.68000412,40.18000031,,,,,,,54.69400024,,106.66999817,103.27999878,,173.89999390,93.73603821,,12.00000000,,13.94999981,29.95000076,99.00000000,194.68197632,53.28885269,272.11044312,14.06000042,32.68000031,51.53573990,80.23428345,,72.52037811,56.51699829,126.42683411,3.77273703,13.65738869,21.82347488,,,55.97604370,,32.58000183,10.81000042,143.59123230,10.57999992,10.50000000,23.65999985,282.21331787,118.14111328,,35.22999954,16.05999947,19.91478729,19.13829803
2021-01-25,317.65707397,10.94999981,10.72999954,473.44000244,1.30499995,103.17288971,164.69999695,,,539.98352051,14.85000038,134.19999695,41.65939331,38.50000000,,,,,,,54.56200027,,104.94000244,105.20999908,,174.05000305,93.82122040,,12.09000015,,13.44999981,29.96999931,98.86000061,200.54682922,53.65839005,275.58987427,13.55000019,32.59999847,53.30844116,79.25913239,,74.81112671,55.67800140,124.79376984,4.35661268,13.59837723,21.52794266,,,56.47681808,,36.22999954,10.85999966,145.34169006,10.51000023,10.46000004,23.54999924,293.60000610,119.40360260,,35.59000015,16.00000000,20.10388374,18.69886017
2021-01-26,318.12176514,11.14000034,10.57999992,476.27999878,1.39725006,100.70140076,166.30650330,,,522.27917480,14.17000008,125.87000275,41.57693481,41.47999954,,,,,,,52.26599884,,104.69000244,106.98999786,,173.61999512,94.49827576,,11.90999985,,12.73999977,29.15999985,97.55000305,200.89622498,52.23128891,279.59472656,13.15999985,31.61000061,52.88729858,77.53315735,,73.39879608,56.19300079,122.57099152,4.24882078,13.38125038,21.39864731,,,57.31145096,,35.36999893,10.60000038,143.70620728,10.44999981,10.44999981,23.64999962,294.36334229,115.86321259,,35.45000076,16.51000023,20.61145401,18.65401268
2021-01-27,309.25366211,12.17000008,10.25000000,460.00000000,1.33424997,94.06940460,161.62899780,,,499.09533691,13.02000046,119.37999725,39.85871506,39.34999847,,,,,,,47.86199951,,102.80999756,108.98000336,,172.52000427,90.08974457,,11.44999981,,12.11999989,27.90999985,99.54000092,196.03250122,48.67587280,269.77099609,12.65999985,29.87999916,50.08622742,73.22305298,,69.05840302,52.32799911,118.86935425,5.88367367,12.86583519,20.45662498,,,58.00698471,,39.00000000,10.47000027,135.85557556,10.36999989,10.30000019,23.42000008,288.05334473,111.37139130,,35.50000000,16.44000053,19.59630966,18.09798241
2021-01-28,311.08337402,11.30000019,10.43999958,465.67001343,1.32525003,96.52182007,161.88099670,,,520.58581543,14.02999973,119.81999969,40.48972702,36.33000183,,,,,,,51.20199966,,105.09999847,109.54000092,,172.67999268,91.78659058,,11.36999989,,12.18999958,27.84000015,95.51999664,198.44070435,47.94909668,262.69311523,12.71000004,30.28000069,51.10480881,76.44100189,,71.01330566,53.86000061,122.22621155,4.21288967,12.99854755,21.10311127,,,56.77358246,,35.65999985,10.64999962,137.51766968,10.65999985,10.39000034,24.71999931,278.47665405,115.11303711,,35.25000000,15.93000031,19.92473793,18.09798241
2021-01-29,304.53875732,11.01000023,10.34000015,458.76998901,1.37024999,92.25632477,160.30999756,,,508.16149902,13.50000000,114.76999664,40.37857056,34.90999985,,,,,,,52.23799896,,99.15000153,109.34999847,,172.61000061,90.50676727,,11.35000038,,12.26000023,26.54000092,93.80000305,196.41029358,45.73758698,256.08120728,12.55000019,29.17000008,50.39964294,76.32398224,,69.64402771,53.23899841,121.20101166,4.09611511,12.93754387,20.66904068,,,56.04095840,,35.18000031,10.90999985,138.16302490,10.50000000,10.38000011,24.98999977,264.51000977,111.17012024,,35.18000031,15.44999981,20.02425957,17.90964508
2021-02-01,312.14840698,11.00000000,10.67000008,470.00000000,1.39499998,96.57907104,167.14399719,,,527.40686035,14.44999981,118.50000000,41.83417130,37.25000000,,,,,,,52.84799957,,98.30999756,109.66999817,,174.22999573,93.76129150,,11.55000019,,12.77999973,27.01000023,95.62000275,191.84869385,47.39148331,259.72918701,12.90999985,30.93000031,51.78058243,78.43029785,,70.35878754,53.90399933,123.12439728,4.39254379,13.18379974,20.67827797,,,57.04251862,,33.95999908,10.77999973,142.84860229,10.50000000,10.35000038,26.76000023,279.93667603,115.87235260,,36.11999893,15.97999954,20.04416847,18.26838303
2021-02-02,317.24078369,10.63000011,10.75000000,484.92999268,1.39499998,98.85017395,169.00000000,,,526.56011963,14.38000011,118.55000305,42.74301910,38.34000015,,,,,,,56.13000107,,97.29000092,106.30000305,,172.11000061,95.05152893,,11.89999962,,12.81000042,27.92000008,88.13999939,186.57888794,48.77321243,264.75503540,13.13000011,31.40999985,51.77079010,79.59067535,,71.41806030,54.81600189,126.64455414,4.06916571,13.50226593,21.02922630,,,57.84005356,,31.02000046,10.92000008,145.67765808,10.48999977,10.50000000,24.54000092,290.92999268,117.50074768,,36.81999969,16.06999969,20.02425957,18.67195129
2021-02-03,315.98223877,10.85999966,10.78999996,481.92001343,1.39275002,95.30037689,165.62649536,,,516.48559570,15.02999973,121.05000305,41.69524384,40.95999908,,,,,,,56.76200104,,98.94000244,109.83000183,,171.85000610,101.97365570,,12.00000000,,13.02000046,28.62999916,88.54000092,186.01222229,47.66367722,264.32873535,13.47999954,33.41999817,50.05685425,77.14309692,,71.52140808,53.94499969,125.77359772,4.22187328,13.47612000,21.53717804,,,57.65458679,,31.76000023,11.14999962,143.48513794,10.44999981,10.61999989,24.93000031,284.89666748,116.64077759,,37.43999863,16.19000053,19.99440575,19.10242653
2021-02-04,319.71923828,11.39000034,11.00000000,489.38000488,1.37699997,98.51618958,166.55000305,,,528.40563965,16.50000000,121.66000366,42.18283844,41.75000000,,,,,,,56.90599823,,98.58999634,111.66999817,,168.14999390,101.71363068,,11.98999977,,12.72999954,29.32999992,89.55000305,190.41322327,49.10022354,264.17019653,13.71000004,33.79999924,49.26353455,79.22989655,,71.47834015,55.21599960,127.58812714,3.92544222,13.60933304,21.74959564,,,58.74887848,,32.04999924,11.17000008,130.81639099,10.40999985,10.51000023,24.47999954,283.32998657,117.23542023,,37.81000137,16.52000046,20.46217155,18.91409302
2021-02-05,320.80355835,11.72999954,11.31999969,492.11999512,1.35899997,96.10195160,167.60749817,,,525.90380859,16.04999924,122.66999817,41.76874161,42.36000061,,,,,,,57.63000107,,97.40000153,113.15000153,,169.80999756,103.45703125,,11.76000023,,13.02000046,29.29000092,88.77999878,190.55490112,48.17687225,265.76617432,13.85000038,32.25000000,49.01869202,79.08361816,,71.99504852,55.07899857,131.65261841,3.79070258,13.53637505,22.02665520,,,58.98072052,,34.04999924,11.60000038,128.93328857,11.25000000,10.52000046,24.95000076,284.07666016,116.89696503,,38.18999863,16.57999992,20.80055428,18.87821960
