date,ticker,forward_pe,price_target_gap,beta_252,momentum_12_1,drawdown_252,vol_20,vol_60,vol_ratio_20_60
2026-04-15,VIAV,38.97160700,-0.21221167,1.03528686,2.14427859,-0.08142263,0.85594781,0.84265536,1.01577447
2026-04-15,VRT,37.18929300,-0.08700246,2.11783565,2.70272686,-0.03011177,0.66083945,0.74487577,0.88718076
2026-04-15,VST,14.50338400,0.43772646,1.36419001,0.44286377,-0.25023051,0.58851150,0.49115566,1.19821790
2026-04-16,AAOI,49.20094000,-0.42601068,3.35553703,6.53973828,0.00000000,1.60120418,1.84542882,0.86765968
2026-04-16,ACHR,-5.83146330,0.81834868,2.20528442,-0.11657302,-0.55425222,0.60642161,0.65262456,0.92920440
2026-04-16,ADBE,9.41009400,0.33638843,0.50031397,-0.27450199,-0.41010981,0.39310131,0.39738476,0.98922089
2026-04-16,ALM,29.05331200,-0.03884747,1.25776512,3.53433192,0.00000000,1.18616183,1.03598163,1.14496415
2026-04-16,AMAT,27.83652000,0.08481341,1.71639431,1.44491624,-0.02400560,0.56380776,0.53992515,1.04423319
2026-04-16,AMZN,26.56826800,0.12575715,1.23593186,0.19828499,-0.01692915,0.36189848,0.33355420,1.08497652
2026-04-16,APLD,-55.72222000,0.66470289,2.48004269,6.99709296,-0.27230952,1.18306036,1.16736251,1.01344729
2026-04-16,APP,23.08647000,0.38783432,2.20397403,0.87024889,-0.36465375,0.73973499,0.98026851,0.75462487
2026-04-16,ASML,29.54618300,0.09963865,1.51476348,1.05123436,-0.07578074,0.56127462,0.45603864,1.23076110
2026-04-16,ASTS,-601.93280000,-0.04992303,2.18943516,3.17539252,-0.25513961,1.05893973,1.08569052,0.97536057
2026-04-16,AVAV,49.85019700,0.54198376,1.16627899,0.58935710,-0.50713708,0.59035917,0.77274583,0.76397587
2026-04-16,AVGO,22.14111000,0.18988288,1.66350068,0.80628873,-0.03123738,0.46466417,0.41428707,1.12159950
2026-04-16,BE,68.66164400,-0.27696849,2.84913875,7.74112549,-0.04095330,1.32929859,1.13898142,1.16709419
2026-04-16,CEG,21.77446700,0.24789841,1.26316886,0.48378098,-0.25761949,0.55554700,0.48543192,1.14443854
2026-04-16,COIN,37.63529600,0.19057100,2.44053931,0.19741406,-0.52397685,0.68671423,0.86745926,0.79163859
2026-04-16,CRCL,49.22065000,0.19423506,2.26832042,,-0.59210479,1.06638064,1.17476092,0.90774269
2026-04-16,CRDO,33.51044500,0.28728522,2.75843103,1.65594683,-0.15994508,1.07400689,1.03850639,1.03418419
2026-04-16,CRML,-29.90322700,0.61812298,1.61147295,3.26511613,-0.69069067,1.02315184,1.29589850,0.78953085
2026-04-16,CRWV,-218.95430000,0.05609460,2.62707050,1.01373235,-0.34873082,0.88418645,1.01255609,0.87322219
2026-04-16,CVNA,34.33847400,0.16785954,1.77564462,0.47205460,-0.24288853,0.58134548,0.67914380,0.85599762
2026-04-16,FIGR,27.48461500,0.49384271,2.40360701,,-0.51657424,0.79853838,1.19627417,0.66752121
2026-04-16,FSLR,7.87265060,0.30080188,1.19148272,0.58035009,-0.32657509,0.44157823,0.53810413,0.82061854
2026-04-16,FSLY,67.39077000,-0.20188344,0.85391673,3.50279345,-0.25731346,1.50025181,1.81819662,0.82513178
2026-04-16,GEV,42.73746500,-0.04054047,1.35340419,1.57653880,-0.01311383,0.46528081,0.43097607,1.07959778
2026-04-16,GLD,,,0.03598011,0.54231309,-0.11256303,0.35761690,0.41653082,0.85856047
2026-04-16,GOOGL,24.99479300,0.11915213,0.97361263,0.99602137,-0.02162845,0.37764024,0.28529350,1.32369028
2026-04-16,HOOD,32.25135800,0.16748705,2.46431646,0.75476396,-0.43034242,0.72792752,0.76425797,0.95246310
2026-04-16,IONQ,-48.99069200,0.46129745,2.32676361,0.31141740,-0.45571930,1.20987410,1.07258932,1.12799380
2026-04-16,IREN,37.70751000,0.51083166,2.35914997,6.88256892,-0.37573618,0.86433173,1.05027241,0.82295957
2026-04-16,JOBY,-19.82795700,0.29043167,1.93522522,0.69165256,-0.54781753,0.49973550,0.63286627,0.78963839
2026-04-16,KTOS,69.20959500,0.57707297,1.29543013,1.89168690,-0.43076803,0.86600060,0.84354805,1.02661679
2026-04-16,LITE,56.27095800,-0.13225933,2.13908047,11.32795624,-0.00677590,1.09002091,1.00317996,1.08656567
2026-04-16,LLY,21.51959000,0.33835773,0.28473971,0.23780135,-0.18419116,0.28443386,0.41184884,0.69062684
2026-04-16,LRCX,36.57309300,0.07765865,1.99960484,2.33327524,-0.04203228,0.68219436,0.62066368,1.09913690
2026-04-16,META,19.00449000,0.26392468,1.30542822,0.19765779,-0.14119030,0.52711924,0.44608141,1.18166601
2026-04-16,MOD,31.89155800,0.12889029,1.74191684,1.54827816,-0.08459470,0.77359018,0.76139949,1.01601090
2026-04-16,MP,47.44931000,0.24706758,1.07705471,1.36537694,-0.36847442,0.79488204,0.73794399,1.07715768
2026-04-16,MRVL,24.58627900,-0.05197901,1.84743644,0.70648740,-0.00913827,0.69570493,0.66151299,1.05168749
2026-04-16,MU,4.60922770,0.16730092,2.11002263,5.51183465,-0.01810332,0.81118749,0.72249077,1.12276520
2026-04-16,NBIS,-240.01276000,0.02991230,2.64082742,4.45382101,-0.00857473,0.88630627,1.06611850,0.83133936
2026-04-16,NEE,21.01738700,0.03870794,0.14602598,0.40824469,-0.03369403,0.17893905,0.19643434,0.91093570
2026-04-16,NFLX,27.75760700,0.06099518,0.49673541,-0.03347398,-0.19507437,0.27421907,0.41355568,0.66307654
2026-04-16,NKE,24.31704700,0.36469737,0.62083804,0.03051813,-0.41270020,0.62600283,0.43619715,1.43513737
2026-04-16,NOK,22.52429800,-0.15451895,0.69486355,0.69741225,-0.00771455,0.55435251,0.48052053,1.15365000
2026-04-16,NVDA,17.69326600,0.35424653,1.52981722,0.62186161,-0.04186736,0.36276426,0.37036619,0.97947457
2026-04-16,NVT,26.21134000,0.05630571,1.30577626,1.29371437,-0.03554431,0.54149922,0.44332201,1.22145799
2026-04-16,NXT,22.21228800,0.17043003,1.39072642,2.00320427,-0.18087714,0.75923190,0.68428417,1.10952719
2026-04-16,OKLO,-76.08811000,0.40797773,2.61955107,1.63173908,-0.63127369,0.87448396,0.90537369,0.96588179
2026-04-16,ORCL,22.36877600,0.36741909,1.39199070,0.16244735,-0.45254065,0.65713434,0.59546655,1.10356215
2026-04-16,PL,-1994.50000000,-0.12258711,1.45682162,7.25609761,0.00000000,1.46406310,1.10543457,1.32442312
2026-04-16,PLTR,76.65048000,0.30441622,1.71796597,0.57601625,-0.31093735,0.62986453,0.58311611,1.08017000
2026-04-16,QBTS,-58.28345500,0.70797909,2.73500957,1.52456635,-0.51942829,1.24613410,1.04043988,1.19769929
2026-04-16,QCOM,12.15314100,0.15214226,0.99373258,-0.02833155,-0.27522984,0.21066986,0.27945057,0.75387166
2026-04-16,QQQ,,,1.00000000,0.32200884,0.00000000,0.23624918,0.19554595,1.20815173
2026-04-16,RDW,-24.39130400,0.20320856,2.32147079,-0.00491161,-0.45454543,0.88520352,1.21815771,0.72667399
